Nom.Kods,Nom.Nosaukums,Beigu daudzums,"Beigu vid. cena, EUR",Nom.PCAPVNE.Cena
8336993,Bļoda 10 L,"104,000","1,7829","3,20"
8340005,"AW 0,5 kg veļas pulveris","9,000","0,8878","1,35"
8340012,AW 1 kg veļas pulveris,"8,000","1,6963","2,59"
8340038,Kapu svece plastmasā 12h balta,"74,000","0,1309","0,20"
8340159,AW 1.5 Lšķidrs veļas mazg.līdz. bez fosfāta,"3,000","3,3067","5,01"
8340302,AW 3 L šķidrs veļas mazgāšanas līdz.,"4,000","5,3725","8,20"
8341055,Saimn.z. 200 gr ar iep. Ukraina,"188,000","0,2374","0,46"
8341057,AW 5 kg veļas pulveris,"3,000","6,99","10,66"
8341132,AW 3 kg veļas pulveris,"4,000","4,4775","6,83"
8342054,AW 1 kg veļas skalošanas līdzeklis,"35,000","1,4229","2,23"
8342419,Krās.tapete 1*25m  spec.cena,"11,000","15,2245","22,45"
8342625,Jega 1l caurl.tīr.šķ.līdz. 0302960,"8,000","1,1213","1,86"
8342656,Sekunde 5 L stikla tīr.līdz.,"1,000","1,98","2,93"
8342670,Ula 500 ml stikla rezerve,"6,000","0,4283","0,65"
8342687,Sekunde 1 L stikla tīr.līdz.,"37,000","0,7881","1,14"
8342694,Sekunde 1 L stikla rezerve,"17,000","0,6235","0,94"
8342724,Katlakmens tīr.līdz. 100 g,"841,000","0,3767","0,71"
8342816,Ula 5 L universāls mazg.līdz.,"1,000","3,62","5,52"
8342960,Ula 1L Universālais mazg.līdz.,"5,000","1,064","1,62"
8343035,Stiklo 1 L stikl.ar smidz.0302550,"99,000","0,8154","1,20"
8343066,Stiklo 5 L stikla tīr.līdz.,"6,000","2,0067","3,06"
8343081,Komplekts 140g*2,"44,000","1,7595","2,77"
8345367,"Ula 1L lamināta, linoleja mazg.līdz. 0301151","412,000","1,1115","1,69"
8345374,Ula 1L parketa grīd.mazg.līdz.,"45,000","1,1116","1,69"
8345381,Ula 1L keram.flīzes mazg.līdz. 0301152,"90,000","1,1116","1,69"
8345510,Skystas Zaļā 500 ml šķ.kr.ziepes,"11,000","0,7455","1,10"
8350490,Savilce Mini 16 C,"5,000","0,358","0,53"
8350940,Vlies tapete 1*10m extra blatt,"9,000","13,9778","20,63"
8350945,Spainis Muuu priekš sukas,"5,000","2,29","3,46"
8351220,Namdaru krītiņi JO-40-0655,"2,000","0,165","0,24"
8351251,Namdaru krītiņi JO-40-0657,"53,000","0,2655","0,24"
8351876,Durvju zvans bezvadu 59D01C,"38,000","7,0432","10,66"
8354214,Krāsojamā tapete P+S 1*25 m,"10,420","15,2246","23,05"
8355003,Paklājs Fingertip 46*70 cm,"4,000","4,0825","6,20"
8355225,Birste bruģa tīrīšanai,"2,000","9,925","15,61"
8357007,Paklājs Step 40*60 cm,"12,000","1,9658","2,97"
8357014,Paklājs Step 60*90 cm,"9,000","6,7022","10,13"
8358448,Rotājumi Zsv bumbuļi 4 cm,"2,000","1,66","2,62"
8359337,Birste un liekšķere Coccinella,"5,000","1,136","1,72"
8359344,Birste un liekšķere Rabbit,"1,000","1,12","1,69"
8366057,Eres līdz. atkļķošanai veļas mazg.mašīnām,"23,000","1,6122","2,48"
8370028,Nazis mizošanai,"1,000","2,46","3,76"
8370028,Nazis mizošanai,"28,000","3,0486","6,10"
8370035,Universālais nazis 11 cm,"1027,000","0,0963","4,94"
8370080,Pavāra nazis 21 cm,"8,000","6,6875","10,20"
8370233,Virtuves nazis 12 cm,"17,000","4,1665","5,07"
8370288,Gaļas nazis/ 24 cm,"23,000","7,3978","10,05"
8370295,Virtuves nazis 21 cm,"14,000","6,7921","10,05"
8370363,Filejas nazis / 18 cm,"28,000","5,7704","10,19"
8370387,Virtuves nazis 16 cm,"22,000","6,2059","9,95"
8370394,Nazis mizošanai,"12,000","2,5117","3,83"
8371090,Trepes Itoss pieslienamās prof. 1*9,"2,000","20,745","33,01"
8371790,Maisiņi produktu saldēš. 17*25 cm 1 L,"29,000","0,4314","0,70"
8372005,Palete rindu dakstiņiem 550x870 mm,"2,000","5,23","14,07"
8373055,Eres līdz. lamin. un linolej. tīrīš. 500 ml,"53,000","3,3577","5,41"
8373352,Tapete LaVida puķe zaļa PK,"9,000","7,1367","10,53"
8374844,Baterija Accu 800mAh DKY,"12,000","2,9408","4,78"
8374851,Baterija Accu 1250mAh SKY,"20,000","1,822","2,69"
8375007,Tropfen 15W E27 Klar Sylvania spuldze,"65,000","0,4072","0,63"
8375535,GE spuldze F18W/840 TB,"13,000","1,7062","2,58"
8376165,FA PC 1/36W V V G K IP67 TH-F,"1,000","10,67","16,79"
8379514,Tapetes 03795-10 530 mm,"11,000","6,0782","9,26"
8380289,Lukturis 220R-DB,"5,000","2,632","3,88"
8380296,Lukturis 320R-DB,"6,000","2,9167","4,30"
8380775,Konservu nazis,"6,000","5,8167","9,75"
8380911,Rīve ar 4 skaldnēm,"2,000","5,92","9,31"
8382279,P+S tapetes 1.06*10.05 m,"23,000","6,1522","9,53"
8387557,Vlies tapete 1*10m,"5,000","15,40","23,48"
8392022,Super līme 15g SKY,"4,000","0,74","1,12"
8393348,Spuldze GE SV 40W CL E27,"98,000","0,3415","0,51"
8393355,Spuldze GESV 60W CL E27,"98,000","0,3415","0,53"
8393584,Zāliena maisījums Preztižs 0.5 kg,"4,000","2,2175","3,36"
8393591,Zāliena maisījums atpūta 0.5 kg,"3,000","1,9367","2,93"
8396825,Flizelīna tapete 0.53*10 m,"0,000","0,00","10,03"
8399048,Flīzētāju komplekts 9904,"9,000","13,2756","22,34"
8400000,Kleenex galda salvetes t.sark.,"12,000","0,4842","0,71"
84000665,Hermētiķis NEO Silicone N 310 ml,"157,000","1,5436","2,62"
84000900,Koka līme D-3 750 ml,"66,000","1,8588","2,93"
8400250,Atkr.maisi 25 L 15 gab,"24,000","0,7808","1,18"
8400343,Boll antikorozijas mastika 1 kg,"11,000","3,6182","6,13"
8400359,Atkr.maisi 35 L 15 gb,"294,000","0,9191","1,45"
8400502,Atkr.maisi 50 L 12 gb,"1168,000","0,3604","1,64"
8400700,Atkr.maisi 70 L 10 gb,"149,000","1,0633","1,68"
8402781,Boll cinku grunts 400 ml,"9,000","4,7822","7,53"
8406677,Linolejs Force Colibri 6 2.5 2 šķ,"8,000","3,7213","5,90"
8407148,Linolejs Discovery Alaska 1 3.0,"0,000","0,00","8,68"
8407353,Linolejs Evolution Chateaulin 08 3.0 m,"39,000","4,0162","6,40"
8410014,Boll ML pretkor. līdz. slēgtām virs. aer. 500 ml,"6,000","3,425","5,58"
8411947,Linolejs Force Samba 12 3.5 2 šķ.,"64,580","4,0694","6,47"
8412449,Linolejs Premium Amellia 4 1.5 2 šķ.,"66,800","4,6509","7,83"
8415366,Pārbīdāms leņķis  30 cm JO-40-0536,"13,000","4,2546","6,27"
8416027,Trauku švammes 2 gab ar gropīti dzeltena/zaļa,"4,000","0,515","0,78"
8417949,Linolejs Super S Messina 30 3.0,"59,100","4,0709","6,47"
8418939,Linolejs Smart Pear Effect 1 4.0 2 šķ.,"18,800","4,2261","6,62"
8420296,Spainis 12 L Delta,"31,000","1,2706","1,95"
8420395,Spainis 15 L Delta,"98,000","1,4622","2,36"
8422092,Spainis celtniecības 20 L 05801,"109,000","1,5241","2,42"
8428088,Smarž. tējas svece mais. 4 h 25 gab,"9,000","2,0633","3,04"
8431900,Nicols 40*1 gab lupata,"7,000","0,6143","0,91"
8435402,Mont.kārba IP55,"6,000","0,7383","1,12"
8439098,Sūklis 60*120*260,"23,000","0,6261","0,95"
8439099,Sūklis 60*120*200,"15,000","0,5027","0,81"
8440268,Linolejs Tarket 300 Classical Oak-natural 3m,"108,210","4,5874","7,40"
8441390,Papīrgrozs 4413,"2,000","1,62","2,39"
8446695,Rotājumi Zsv bumbuļi 2.5 cm,"1,000","0,92","1,44"
8447645,Spuldze TU R50 60W 230V,"331,000","0,7496","1,26"
84584022,Šķidrās ziepes 5 L,"0,000","0,00","2,93"
8460019,Boll antikorozijas mastika 1 L,"10,000","3,809","6,08"
8464956,Univers.sav. kl.5,"1,000","13,86","21,80"
8480017,"BOLL pretakmeņu pārklājums Srodek, 500ml, aerosols","9,000","3,3433","5,26"
8480121,Salvetes  Geras 25*25 baltas 100 gb  1-kārt,"7,000","0,3629","0,54"
8480435,Salvetes  Bon Ton 24*24 Oranža 75 gab,"2,000","0,365","0,55"
8491909,Plastikāta līste HSL svītrains ozols 09 2.5m,"235,000","1,4954","2,21"
8495813,"Svece bumba d8,6 cm oranža","3,000","1,6233","2,39"
8500011,Skalojamā kaste M95K ar Start/stop taust. apakš.,"34,000","8,6938","13,67"
8500012,Koka pakaramais,"39,000","0,8015","1,28"
8500029,Koka pakaramie 3 gab,"23,000","2,2413","3,96"
8500043,Koka pakaramie 3 gab,"16,000","2,1338","4,13"
8500050,Koka pakaramais plati pleci,"35,000","2,33","3,77"
8500473,Silikon.hermētiķis GA103 caurs 66916C,"5,000","1,866","3,17"
8500559,Linolejs Force Sorbona 2 3.5 m 2 šķ.,"74,200","4,5216","7,19"
8500576,Līmlenta abpusēja spoguļiem,"1,000","0,66","1,00"
8500763,Makroflex HA silikons motoru,"80,000","2,3093","3,63"
8500992,Makroflex FX130 akrila kermētiķis,"30,000","0,7287","1,15"
8501050,Hermētiķis Sanitārais CS25 41 natura 280ml,"55,000","2,8869","4,62"
8501061,Līmlente mitrumizt. DTSTS190_01061 48mm*45,"6,000","2,5933","3,93"
8501074,Hermētiķis Sanitārais CS25 47 siena 280ml,"27,000","2,9156","4,62"
8501495,Linolejs Premium Montana 4 4.0m 2 šķ.,"30,800","4,5815","7,19"
8501762,Virt. sūklis ar profili 17*10*5.7 cm,"25,000","0,3372","0,51"
8503509,Paroc Hvac Section AluCoatr T 42-20-82CR15,"9,000","2,74","4,18"
8503510,Paroc Hvac Section AluCoatr T 35-30-92CR12,"75,000","3,3936","5,18"
8503511,Paroc Hvac Section AluCoatr T 42-30-102CR9,"15,000","3,6127","5,46"
8503512,Paroc Hvac Section AluCoatr T 60-30-115P7,"11,000","3,9573","6,23"
8503513,Paroc Hvac Section AluCoatr T 64-30-128P7,"0,000","0,00","6,66"
8503514,Paroc Hvac Section AluCoatr T 18-30-82CR15,"24,000","2,2508","3,47"
8503553,Paroc Hvac Section AluCoatr T 48-30-115P7,"21,000","3,6752","5,61"
8503560,Paroc Hvac Section AluCoatr T 76-30-141P5,"29,000","3,8734","5,86"
8503576,Paroc Hvac Section AluCoatr T 28-30-92CR12,"65,000","2,574","3,93"
8503584,Paroc Hvac Section AluCoatr T 48-20-92CR12,"12,000","2,8942","4,41"
8503585,Paroc Hvac Section AluCoatr T 22-30-82CR15,"52,000","2,3431","3,57"
8503587,Paroc Hvac Section AluCoatr T 54-30-115P7,"25,000","3,9048","5,96"
8504091,Metāliskais sūklis 40 gr,"32,000","0,4272","0,65"
8505285,Sieviešu gumijas zābaki Alaska 869-40 green,"1,000","10,12","15,91"
8507172,Plāksne griestu Milano C205 20 m2,"788,000","2,0547","3,23"
8507189,Plāksne griestu Como C201 20 m2,"395,000","2,0798","3,06"
8507202,Plāksne griestu Bologne C203 SH-003219,"401,500","2,0861","3,06"
8509367,Plāksne griestu Polycolor L5-11,"162,000","2,0798","3,29"
8512318,TV-FM gala ligzda balta Domino,"13,000","4,2031","6,67"
8513612,TV-FM caur.ligzda ziloņkaula Domino,"6,000","7,2133","12,61"
8515746,Ķēde 4 mm spole 25 m,"39,800","1,3756","2,33"
8518418,Tapetes Lacantara,"40,000","7,2913","10,96"
8520331,Tējas sveces mais. 4h 30 gab,"9,000","1,2556","1,98"
8520355,Tējassv.mais. 4h 50gab 110006 952.003.50,"299,000","0,0359","0,06"
8528559,Līste putuplasta 2 m E 21,"114,000","1,7857","3,06"
8530309,"Savienotājs 3/4"" plastm. Vertas R1153","9,000","0,8711","1,32"
8536302,Girota metal. švam. 5gb 45gr MAXI,"31,000","2,2629","3,46"
8537273,Paroc eXtra akmens vates plāksnes 50 610*1220,"44,000","13,3807","20,42"
8537277,Paroc eXtra akmens vates plāksnes1050 610*1220,"37,000","14,9597","22,84"
8539435,Paroc eXtra akmens vates plāksnes 50 610*1220BP/24 14,"95,000","13,0872","20,59"
8540300,Grābeklis 14 zari,"1,000","10,12","15,52"
8540379,Kaplis nezāļu,"17,000","9,0706","15,78"
8540461,Kāts universāls pelēks,"10,000","12,279","18,27"
8540553,Lāpsta spica Ergo plus,"1,000","27,92","42,57"
8540869,Wired Mat 80 50*1000*5000 R1,"39,000","27,3559","40,98"
8541019,Auto kopšanas švamme,"57,000","1,1191","1,72"
8553706,Papīrtapetes Majak 10.05m x 0.53m 51202204,"26,000","1,04","1,64"
8556615,Papīrtapetes Majak 10.05m x 0.53m,"17,000","2,0165","3,06"
8556991,Gumijas saimn. cimdi R001 M izm.,"15,000","0,338","0,51"
8557582,Papīrtapetes Majak 10.05m x 0.53m,"6,000","2,1333","3,27"
8557735,Papīrtapetes Majak 10.05m x 0.53m,"19,000","2,4442","3,63"
8560146,Grābeklis vēdekļveida plastm. Vertas,"62,000","1,1371","1,81"
8560238,"Spilventiņš krēslam Square 40*40*1,5cm","5,000","1,028","1,52"
8560306,Rokturis  kātam plastmasas Vertas,"64,000","0,5142","0,81"
8564316,Papīra tapete Code Red 0.53*10 m,"12,000","3,8983","5,98"
8564552,Papīra tapete Code Red 0.53*10 m,"11,000","3,7991","5,76"
8564569,Papīra tapete Code Red 0.53*10 m,"11,000","3,7991","5,76"
8567205,Izplūdes mehānisms Start/Stop,"47,000","5,0591","7,98"
8567232,Papīra tapete Code Red 0.53*10 m,"12,000","3,685","5,62"
8570034,Papīra tapete Code Red 0.53*10 m,"12,000","3,7992","5,76"
8571239,Papīra tapete 0.53*10m,"17,000","1,4835","2,28"
8574186,Tapete Tiffany2,"11,000","2,8845","4,27"
8574353,Tapete Tiffany2  dzeltena,"11,000","2,8845","4,27"
8575039,Tapete Teiffany2,"7,000","3,3243","4,91"
8577106,Kapu svece 46h sarkana 110013 957.071.03,"32,000","0,4838","0,71"
8579891,Tapetes 5798 90,"19,000","3,0858","4,55"
8581325,Rokas rīve,"11,000","7,2718","11,10"
8581424,Kauss,"0,000","0,00","3,23"
8581608,Maiznieka ota,"8,000","2,1425","3,26"
8583256,Tapetes 1 01 5832 5,"10,000","3,135","4,62"
8591014,Grīdas lupata 45*60 cm,"2,000","1,065","1,61"
8595266,Papīra tapete 0.53*10m,"21,000","1,3552","2,06"
8600028,"Durvju apmale MDF, balta K2 58*12*2200mm","78,000","2,2188","3,27"
8606053,Mietiņš žoga nostipr. 2.05 m 2.00m,"4,000","2,21","3,34"
8610471,Glāzes 40 ml caursp. 40g,"2,000","1,00","1,51"
8613044,"Stabs 2.50mm/40mm, cinkots+PVC, pītajam žogam 2.00m","3,000","8,6533","13,92"
8615044,Spuldze Oe Eko 20W E27,"13,000","2,3477","3,56"
86189140,Roma bambusa žal. 140*160,"5,000","16,832","25,46"
8619018,Bēniņu kāpnes OptiSep OLK-280 60*120,"16,000","58,8644","93,23"
8619117,Bēniņu kāpnes OptiSep OLK-280 70*120,"8,000","59,1013","93,23"
8626042,Bērnu naktspods,"10,000","1,362","2,08"
8630132,Celtniecības plēve 4*5m 029001,"2606,000","0,3781","0,67"
8630163,Celtniecības plēve 4*12.5m 029002,"339,000","0,9185","1,14"
8640787,Cimdi ādas,"17,000","0,4124","0,63"
8641059,Clin 500 ml + 500 ml rezerve,"198,000","1,2714","1,96"
8644432,Perwoll White veļas mazg.līdz. 1 L+Silan,"33,000","2,9639","4,52"
8645316,Bref Jumbo Ocean tual.tīr.želeja 2*750 ml,"4,000","1,59","2,42"
8645323,Bref Jumbo Citrus tual.tīr.želeja 2*750 ml,"0,000","0,00","2,42"
8648020,Bērnu naktspods,"3,000","4,1033","6,60"
8650023,Bērnu uzliktnis podam,"7,000","3,5043","5,56"
8651002,"Kāts universāls,Combi Line","4,000","8,65","13,97"
8659956,Svece-stabs smarž. 110/55 cm,"7,000","1,1886","1,76"
8659994,Svece-stabs smarž. 110/55 cm,"3,000","1,18","1,76"
8660563,Sveces stabi smarž. 42*38mm 2gab,"2,000","0,795","1,18"
8661485,Sveču kompl. ar 5gab. peld.sv. 110076 579.085.15,"1000,000","0,003","4,50"
8664283,Tapetes,"942,600","0,0345","4,13"
8669861,Ķīlis malkas skaldīšanai,"3,000","0,00","15,35"
8680287,Augsne puķēm 20 L,"2,000","1,495","2,21"
8681490,Adventes sv. 22h 4 gab 9*5 cm,"4,000","2,5125","3,80"
8701051,Uzgalis iekšējais seškantis magnētiskais 8*50 mm,"78,000","0,9106","1,38"
8701136,"Uzgaļu turētājs magnētisks 50 mm 1/4""*50 mm","107,000","0,9107","1,38"
8701143,Uzgaļu turētājs magnētisks 60mm 1.4*60 mm,"82,000","1,4656","2,22"
8701150,Uzgaļu turētājs magnētisks,"9,000","1,4656","2,23"
8701396,Reģipša skrūvju uzgalis Philips 25 mm,"32,000","0,5122","0,81"
8701457,Uzgalis pneimatiskajām iekārtām Philips 152 m,"10,000","1,409","2,22"
8701605,Krūzīte ar osiņu plastmasas 600 ml,"33,000","0,8873","1,11"
8702189,Pasta skrūvēm GB-1,"7,000","1,2771","2,23"
8702333,Individual spuldze GLS Clear 300V W40 Spectrum,"3,000","1,8233","2,79"
8702423,Uzgaļu kompl. 3 gb Torsion titāna+karbona PH2*25 mm,"23,000","2,3478","3,56"
8702447,Uzgaļu kompl. 3 gab,"0,000","0,00","3,59"
8702454,Uzgaļu kompl. 3 gb Torsion titāna+karbona PZ2*25 mm,"22,000","2,3477","3,56"
8702638,Uzgaļu turētājs magnētisks blisterī,"91,000","1,2273","1,99"
8702652,Uzgalis iekšējais seškantis magnētiskais 8*50 mm,"30,000","1,2663","1,99"
8702669,Uzgalis iekšējais seškantis magnētiskais 10*50 mm,"1,000","0,00","1,92"
8702967,Līme ugunsizturīga 310 ml,"31,000","2,5981","4,08"
8703018,"Aukla ugunsizturīga 0,8 mm-2,5 m","1,000","3,16","4,78"
8703032,"Aukla ugunsizturīga 0,8 mm 5 m","6,000","6,3117","9,93"
8703668,Spuldze Lum. PL-S/2P 11W/840,"4,000","2,55","3,88"
8705020,Lum.spuldze WOJ+21113,"8,000","1,105","1,66"
8705044,Lumin.spuldze WOJ+21117,"21,000","1,7733","2,69"
8708006,Herm.kompl. pasta GB-1 un linu pakula,"15,000","1,64","2,58"
8708441,Līmēta koka plāksne 18*400*800mm,"9,000","3,5278","5,28"
8709027,Birstīte kapara caurules tīrīšanai @18,"0,000","0,00","1,94"
8710213,Caurule gofrēta d 50 mm 20 m,"75,000","0,128","0,20"
8712347,Montāžas putas Briko pistolei 750 ml,"52,000","2,8885","4,25"
8716029,Lāpstiņa atkritumiem,"8,000","0,5325","0,78"
8721733,Piltuve krāsaina 12 cm,"60,000","0,5725","1,00"
8721748,Lente krāsotāju KEK KREPP 263 25mm*50m,"49,000","0,5214","0,88"
8721755,Lente krāsotāju KEK KREPP 263 30mm*50m,"27,000","0,5681","0,97"
8721762,Lente krāsotāju KEK KREPP 263 38mm*50m,"266,000","0,6503","1,65"
8721779,Lente krāsotāju KEK KREPP 263 50mm*50m,"231,000","1,0217","2,66"
8723050,Jumta logs FTS-V U2 05 78*98,"0,000","0,00","220,09"
8723744,"Bļoda 16 cm 0,9 L","97,000","0,4693","0,77"
8723751,"Bļoda 20 cm 1,6 L","77,000","0,6338","1,10"
8723768,"Bļoda 24 cm 2,8 L","58,000","0,8726","1,39"
8723775,"Bļoda 28 cm 4,5 L","54,000","1,0276","1,59"
8723782,"Bļoda 32 cm 6,5 L","50,000","1,5262","2,58"
8726894,Ek.spuldze GE E27 11W/827 220-240V,"29,000","0,9534","1,45"
8729467,Putekļu filtrs PF Pro2 P3,"2,000","7,35","11,28"
8730889,Pasta kastes slēdzene,"0,000","0,00","0,91"
8732007,Nicols 20*1 gab sūklis,"33,000","0,6521","0,98"
8733017,Līmlenta abpusēja auduma pamats 50 mm*5 m,"8,000","0,565","0,87"
8733062,Līmlenta abpusēja auduma pamats 50 mm*10 m,"18,000","1,4356","2,19"
8733093,Līmlenta abpusēja auduma pamats 50 mm*25 m,"18,000","3,1939","4,87"
8740004,Sniega lāpsta 45 cm ar koka kātu,"9,000","2,3411","3,54"
8740017,Paplāte pl.26*35 cm caurspīdīga,"17,000","1,3782","2,11"
8750016,Magnētiskais līmeņrādis 23 cm,"5,000","2,532","3,74"
8753106,Lodāmurs elektriskais 60 W,"2,000","3,625","5,69"
8753205,Lodāmurs elektriskais 100 W,"2,000","4,50","7,08"
876001,Aizslēga stiprinājums 70 mm,"10,000","1,675","2,53"
8770473,Protect žurku/peļu inde graudi 100g,"0,000","0,00","1,10"
8770510,Protect žurku/peļu inde 250 g pasta,"62,000","2,1461","3,50"
8770606,Āra svece metāla traukā 5 h,"1,000","0,58","0,85"
8770626,Protect žurku/peļu inde granulas 2 gb,"0,000","0,00","3,41"
8771509,Bļoda 24cm,"4,000","2,605","3,94"
8771707,Bļoda 34 cm,"3,000","5,49","8,37"
8777993,"Pagarinātājs 1,5m 5-v. b/z","10,000","1,289","1,92"
8790761,Plakanais cirtnis SDS plus 14 20*250mm,"3,000","1,41","2,22"
8791744,Urbis betonam Beton PRO 6.0mm,"4,000","1,505","2,36"
8792406,Urbis betonam SDS +ST-D 6mm,"2,000","0,76","1,20"
8792413,Urbis betonam SDS+ST-D 6,"8,000","0,8313","1,31"
8792598,Urbis betonam SDS+ST-D 14mm,"0,000","0,00","3,47"
8798075,Pretodu dārza svece ar smaržu 10 cm stikla traukā,"16,000","1,0288","1,55"
8800000,Beržamās švammes 2 gab antibakteriāla,"82,000","0,5566","0,95"
8800244,Grābeklis alumīnija,"1,000","12,77","20,09"
8803019,Savilce Nova 11-17mm,"9,000","0,31","0,46"
8803040,Savilce Nova 19-28mm,"9,000","0,3956","0,58"
8803057,Savilce Nova 22-32mm,"3,000","0,4033","0,60"
8803405,Missouri duša hroms 1 režīms,"1,000","1,48","2,23"
8805454,Apaļi pakaramie 3 gab mini balti,"26,000","1,60","2,23"
8806567,Easy Cover plēve rezerve 33:550,"10,000","2,467","3,88"
8806581,Easy Cover plēve rezerve 17*2600,"6,000","4,1617","6,32"
8810366,Armēta metalizēta lente 50*48,"1003,000","0,0508","9,79"
8811066,Dimantu griezējdisks Derra segmenta,"17,000","1,6153","2,68"
8811073,Dimantu griezējdisks Dedra segmenta,"7,000","2,3771","3,74"
8811097,Dimanta griezējdisks 230-22.2,"10,000","7,647","12,08"
8811318,Dimantu griezējdisks Derra nepārtr.,"14,000","1,505","2,43"
8811431,"Dimantu griezējdisks 125*22,2 39823","13,000","3,2169","5,05"
8811479,Dimantu griezējdisks Derra super turbo,"4,000","8,8225","13,87"
8812322,"Dimantu griezējdisks 180*25,4 39796","3,000","4,2067","9,49"
8813977,Vītne 12.70 cm*2m,"2,000","0,93","1,47"
8814011,Vītne 10.16 cm*2m,"0,000","0,00","1,47"
8814127,Vītne 7cm*2.7m,"7,000","0,4629","0,85"
8814813,Lietutiņš lokanais 43.18 cm *50.8 cm,"14,000","0,3557","0,55"
8822524,Kompaktā luminiscentā spuldze 18W,"0,000","0,00","2,16"
8822586,Energoek.spuldze 15W,"7,000","1,8071","2,73"
8822609,Energoek.spuldze 20W,"96,000","2,0917","3,29"
8822807,Dienasgaismas lampa 18w/840,"91,000","1,0452","1,64"
8822821,Dienasgaismas lampa 36w/840 G13,"136,000","1,1412","1,86"
8822838,Dienasgaismas lampa 58w/840,"21,000","1,3943","2,11"
8823996,Nicols Standard 10 trauku švammes,"14,000","0,3021","0,47"
8824108,"Nicols uni Netto traiku švamme 8,5*6 cm 10 gab","8,000","0,4325","0,64"
8830114,Vagner SDH termoventilators,"2,000","32,84","50,09"
8830151,Rokturis pieliekams PR100,"22,000","0,8509","1,29"
8830328,Durvju uzliktnis DA-160 143 L krās.,"79,000","2,7784","5,38"
8830434,Durvju uzliktnis DA-170 202 053301,"338,000","1,3601","2,26"
8831516,Āķītis 160mm,"6,000","2,69","4,23"
8833077,Pieliekamais rokturis PR 100 202 053702,"447,000","0,5822","0,92"
8833176,Rokturis pieliekams PR80,"37,000","0,8154","1,29"
8833213,Pieliekamais rokturis PR 80 202 053701,"466,000","0,5609","0,92"
8836559,Uzliekamā eņģe durvīm UV6-220 143 krās.,"130,000","2,3405","4,04"
8836610,Uzliekamā eņģe durvīm UV6-300 143 krās.,"63,000","3,2603","5,09"
8836672,Uzliekamā eņģe durvīm UV6-380 143 krās.,"83,000","3,67","5,78"
8837107,Soke virtuves švammes 10 gab,"11,000","0,3118","0,47"
8837730,Durvju uzliktnis DA-160 143 053302,"77,000","2,8617","5,38"
8840457,Makita urbis betonam Standart 12*150 mm,"0,000","0,00","2,13"
8841957,Pretslīdes lente melna/dzeltena 15*50,"2,000","12,395","19,49"
8843173,"Līmlente priekšmetu nostipr. caursp. 1,50*19","16,000","2,12","3,64"
8843265,"Sevišķi stipra līmlente spoguļu piestpr. 1,50*19","292,000","1,4857","2,56"
8843364,Līmlente priekšmetu nostiprināšanai telp. 5*19,"13,000","3,5454","6,10"
8843418,"Līmlente priekšmetu nostipr. ārā matēt. 1,50*19","43,000","1,674","2,95"
8843500,Līmlente priekšmetu nostipr. ārā matēt. 5*19,"23,000","6,1796","10,77"
8843555,Sevišķi stipra līmlente spoguļu piestpr. 5*19,"212,000","2,7112","4,68"
8843593,Sevišķi stipra līmlente spoguļu piestpr. 5*38,"24,000","4,3954","7,47"
8843623,"Līmlente priekšmetu nostipr. ārā matēt. 1,50*19","55,000","3,3744","5,73"
